IID	ntile_PGS_LDP2Auto	ntile_PGS_prscsx	ntile_PGS000010	ntile_PGS000011	ntile_PGS000012	ntile_PGS000013	ntile_PGS000018	ntile_PGS000019	ntile_PGS000057	ntile_PGS000058	ntile_PGS000059	ntile_PGS000116	ntile_PGS000200	ntile_PGS000296	ntile_PGS000329	ntile_PGS000337	ntile_PGS000349	ntile_PGS000746	ntile_PGS000747	ntile_PGS000748	ntile_PGS000749	ntile_PGS000798	ntile_PGS000818	ntile_PGS000899	ntile_PGS000962	ntile_PGS001355	ntile_PGS001780	ntile_PGS001839	ntile_PGS002048	ntile_PGS002244	ntile_PGS002262	ntile_PGS002775	ntile_PGS002776	ntile_PGS002777	ntile_PGS002778	ntile_PGS002809	ntile_PGS003355	ntile_PGS003356	ntile_PGS003438	ntile_PGS003446	ntile_PGS003725	ntile_PGS003726	ntile_PGS003727
HG00118	37.4609276078752	58.8265697636845	84.8441252421718	85.3289094003958	92.9698128624163	83.8700069295533	96.0512742947402	84.9407360573021	89.5324035469409	68.7347509012723	49.6020681069334	21.4384622013005	87.559510935803	88.3099368246134	55.3074633220177	60.6138356830458	78.5028122355942	33.860788110114	69.1007197735391	87.09207676325	90.0145242015366	79.6858501755329	81.9980011696655	68.655680382345	53.3133590009205	84.1318618047829	70.1591978257899	79.8306082276823	66.7932882076413	95.4504256462835	96.2083046327406	55.30190079389	59.3116824719053	58.7171991636049	77.7390046933633	53.276649779441	87.714295656741	26.558964636353	91.3323230746006	52.791968748284	68.2578344145261	74.9052000083565	55.6074869295418
HG00119	43.6561458115419	56.1600539189877	30.6923772125157	54.0204780415721	82.096043338831	55.5533508296816	56.8271615778406	40.0848859349426	45.6565582172843	59.8740102780037	68.1047905566152	12.8062999602895	31.9512630124771	49.4850009957152	69.9101939196527	86.9608973256495	45.586505890747	24.5142699371191	47.8197548133243	55.0872751594509	57.1044652743284	86.5561284258717	84.023399311116	84.4113493604456	89.6002440761598	45.9994541214536	55.3741298730563	82.7495422274135	90.1882095701503	37.5399020944829	89.4007080348191	68.7738913789867	62.5185766229267	22.5387444223954	37.8299294657138	79.0438545874228	46.3076680830071	19.3951709834251	34.622977335072	72.9272965610661	50.6632055050786	65.0968832040072	57.4543912053338
HG00120	49.086030767504	6.96399982883495	32.6463130388802	31.3273820385453	18.8977941239677	6.73380675185301	27.2180444495082	10.9349133160679	21.3775889342955	27.7919409372089	12.4140383116228	90.2622331405967	29.1103724399326	8.74493545735517	9.32970126704307	52.1788866454018	63.5774432682763	10.751280781221	43.2155679191137	25.2928177699827	14.9687754690349	59.9574911252951	3.73804753703412	7.66321453182622	34.4039314509354	12.4836861026654	12.4721359431004	28.123363642989	14.0668539477486	8.60837252311829	29.833627286777	16.6534348745829	23.378041993345	58.9162854804592	64.857359656502	17.6734099643767	16.200730387567	20.3081233001753	9.64468776349273	45.5032334930337	9.64042818722832	14.4851943169934	11.7870005975524
HG00121	62.2771823745392	32.5093125966928	34.3009525257085	28.3518942586848	4.38909688097399	37.4822801085799	12.0100894824252	22.5829873202851	60.2950004017061	12.9421268335203	22.2809599536761	29.0392043991368	53.4343652124607	45.356165649747	21.4818299460607	32.4957478205856	91.2686067527133	32.2369081641562	51.4383973263972	42.8442404829418	27.6140232542256	25.7899587750334	47.1610252545174	57.3074379209731	59.2063056514603	59.8895006262738	41.1157535676295	55.9213270539435	64.3150980684889	56.0686654017445	5.576795151225	32.947266047475	44.7966946073183	67.4585975167576	24.065542379674	12.9154193828221	38.6594000350772	40.6121651544487	48.1129192552525	40.3135110068273	46.1233569476048	48.986686235672	29.8748124105697
HG00122	52.7680636871434	40.0187342839434	69.7576416139401	52.9296306589978	36.4790299043322	48.5798834166372	37.0176842412094	37.5772569778623	77.8659192892014	47.99628375196	78.7576615244362	65.3980631099556	48.0475594216584	39.9619136647521	51.4549448684745	33.5493546770691	79.0635054261604	86.6414705670228	50.9398233923239	28.8568629983682	27.8465049722611	14.9308776028101	83.247828150812	52.989458752527	44.3710404828199	48.430434092833	50.5135808359791	43.092794316819	24.9374253034279	71.7655035357474	45.5527768015906	43.199318778677	57.9055967816874	97.8895372722772	93.8217038678318	45.187107958547	57.169986353583	16.1090541368943	41.3262251902291	42.2509558586211	40.3872419250767	42.084623859872	37.5964833477887
HG00123	38.0403243940207	48.2340014972705	56.548131521652	55.8262082992602	70.830253540812	24.4404100734282	17.2034884971054	31.3252598531651	88.7173467138099	57.2424599062591	56.5626952133835	56.6012062833545	74.4417680704097	36.0515002118055	87.6815662443507	59.6464330480297	65.5943472916801	38.7755239414145	22.6074487346838	26.0848299673272	35.8451642654551	78.5962998426669	86.4728319268542	54.5153462640308	55.1184520152445	15.9600267461199	11.9224201930643	81.7373953417122	73.3918886738085	21.7521457942183	49.2712055180186	34.25797052583	8.55590968835304	69.0287549007823	61.5966283366296	42.0806716069479	8.51704596254822	26.6687519279677	61.8870414827228	58.6915097128415	54.3529497508927	46.8524701872679	12.2663025919639
HG00125	92.9775553932084	99.7881590084691	56.4771159312943	87.6678165940096	97.4919066044719	98.193648100188	95.7215635321146	92.3628464821074	98.0816420966642	99.9009974634807	93.5019274965068	6.80649453980797	64.1882863795935	95.4240147602666	83.290506622905	75.5671692404862	76.8555875678248	94.220966825958	73.0716605164721	71.3932231810074	84.8296806175099	99.047436704444	98.0511009969995	99.7442577232628	28.905031472735	88.8954883915335	81.2682815663733	96.2844473092378	96.7148755384595	93.6933006794117	98.7372374341446	99.0496505613845	95.2320578505474	33.215957661065	33.5478464768165	99.4113607626542	83.2482257856131	94.8131256257428	98.7774636261549	60.5518282183636	98.1641089440408	99.6484607326026	0.318163580994327
HG00126	91.4107183094087	74.5767763869347	93.506172692598	80.6152283741347	30.5527703481307	96.8588899991061	71.7995032405349	98.0556728683789	86.2210374628014	96.2432342028019	52.0607378952271	13.7401905919564	98.001297808872	84.914345867276	74.4524105909747	36.0851299290284	69.0168265221944	97.8309165621885	30.4933341701662	46.3354864207501	67.5372838696894	65.0694184296797	52.1915725993077	97.4004257612717	91.8961310715256	87.0601384990447	67.0086548446286	95.9807714368067	95.0710529003007	88.813517055576	74.8428541004551	81.1309831426638	88.0681662574937	37.0970093709217	28.5920280095163	97.9102157725226	94.3968884210922	53.9654141471299	98.8804688738828	19.1036968820538	61.3387811503393	62.8868677136333	97.2513795232828
HG00127	85.8839050572771	92.2687863161317	4.69114452974626	38.8356292882681	53.8154208190826	24.1171201144584	37.3296783813622	14.6708891729435	24.8506374387005	66.7066364179135	13.1848189570738	20.3506004041808	37.2037516640315	67.4415932524257	90.6171153411228	59.5756741777735	15.2043761267647	88.5343228862512	61.2158428576679	68.5464399955119	77.9045830769095	95.589864401191	13.7349337326515	42.434519495269	17.7151614213074	58.9824296930138	78.6073768441917	75.8618782388307	71.1875162591078	47.9783027583649	55.2053901888282	80.0883706798988	71.2411074089118	42.3353580999721	33.8288419279779	64.1704360772827	57.828798469906	94.7578677988917	78.3149395461599	94.3377517605125	94.9204971009081	97.6792555766247	98.2385673092387
HG00128	42.5682540603994	57.050941433013	49.6393596696739	53.5075188675644	82.7589094986993	54.5779792551658	54.0611949520969	7.24584468363512	37.2698470809347	11.6854729687828	47.0845767251816	48.9278236760384	48.2927054252284	75.4102964487013	74.3718728832087	83.2107005297811	70.0292622616908	29.9322694652186	75.478173141503	84.0476260337185	83.0485220206131	14.680612897105	48.1693518171491	26.7768602636928	23.2599180422548	84.6949127845514	88.8119740974631	56.0407397685767	67.2256116272536	83.784165691483	35.8191580527738	27.84921058847	34.6937570947042	18.7658991803406	9.73694044588802	22.1819002627222	43.7095672619924	78.5098650202203	31.9863277342336	87.4885319433969	76.2346293745017	74.0470620307238	78.9149401906758
HG00129	84.9789356623887	90.63763025343	64.6818226576691	80.7687793999182	95.2185789430601	92.5258343656332	95.9738636535241	91.9657704262562	53.2861211392705	41.4133704103981	88.652354454473	35.6323988643802	67.2061086379427	90.8343671630255	32.0049198213724	91.3972951991062	57.7978964588062	77.4081792951555	75.4498083799107	61.4497916138952	65.3967940365974	45.2695929662879	47.3292129072143	44.6928244289225	77.3797299121094	91.5955558792753	88.4395569169463	84.1639379938067	74.0945818640299	87.1508489330799	38.4214328258843	83.3535177983862	91.6893759877929	4.39606177372557	7.22198512789342	36.2631734633624	78.1419850972995	90.9217617206796	67.038610883626	82.6239369758327	85.3783151713559	89.2500377888078	80.8579521197377
HG00130	51.2059492477511	24.2492098389719	20.9098376381298	20.328951094546	56.3350196795579	7.5992009801057	17.0709821331453	8.13846540923818	75.7187358836487	4.51583641401269	23.5803874879302	62.2769638867354	21.0918787310149	7.24529496362934	79.9953161034543	10.601899766766	13.4616479226236	11.32151499235	50.9663654802097	55.0046038441883	43.0086671419632	3.04048804705616	30.8104715367994	4.79212464184378	26.0116321564736	16.7903639513051	20.7526411369647	46.1898908510933	44.3319090118766	18.0056451713624	0.732879467137379	32.8312055753029	21.4690383260171	16.8615697801351	6.62024760472412	10.5546147965465	19.8723609780984	49.7971378531569	6.18610478881604	81.1524888952734	40.6015946984403	47.5161990354379	96.7883620841356
HG00131	65.5210556880979	59.6633156291005	48.5575163410932	26.5392485760135	50.3846225760032	28.1230979252164	64.1930154786217	38.824076834021	73.5116957508212	26.5547843917844	27.7612407775752	73.7040696241191	48.2727317384706	26.5813276188532	26.0881872578542	26.7748101779349	57.4780549436882	16.4038597240665	66.4533537370046	64.5720298581556	55.7845654979319	19.9603186267532	25.7483490833817	13.5382308237752	20.7484863875838	32.0791362976505	62.2879208241125	44.7174139254677	36.2332686780387	17.791232741333	59.8330995225125	20.4993832022551	50.8812909036785	85.9613560624814	77.2330014481128	53.2934676173696	50.8437380065418	33.6704392918245	17.2137065343114	77.1866952528515	64.9588414707603	57.4020120743062	75.883245387406
HG00132	32.6204273249051	32.9852291464401	0.678961921996089	2.63586218509042	67.1225535198889	13.6707649226576	20.2773579096038	35.7347329281541	45.8313356763268	5.64228683552113	19.8457861482333	91.6239299658176	0.102674386022784	17.2068334811911	10.2069825150325	40.3443621416959	52.8935393779254	10.0453073401059	15.8515198493661	72.3769099324904	58.9182790817833	10.6629572239082	3.93948640725493	27.2339995345005	1.46527629526724	30.5948398155511	15.7527508060174	9.38186015584809	12.7810333508442	23.4701457768167	3.94830597400559	11.4571322055963	1.05967278522438	22.5174123401905	79.1941480554729	1.29686689372055	8.01722440264805	14.9049848702814	15.9716249589684	34.7697739401725	22.1439965451166	16.8667307107588	92.0693878006088
HG00133	91.7112928399023	61.1296714147032	17.6599619908051	24.4429254276977	45.5671590048092	8.70554721593565	19.7167037525736	6.72697985987335	36.0699334106002	24.8706311697234	15.2731945451212	89.0999308811612	18.0109747206583	8.98740042069351	22.7801871103598	52.0479135859259	3.79684964436966	7.59624530211731	48.639403518487	59.7588982410682	52.33950654882	6.92389717847425	24.7843021214204	28.1607033841044	16.7069212192247	7.81007004374645	42.7585431651151	49.5740665410224	53.3953947101611	15.0206669142701	26.0656414475268	26.8967382192339	22.6486068464956	17.5650784254738	1.83560581549951	20.347092082231	18.7903855153663	72.9143191276573	5.89700224022411	89.3198772764618	85.2880932279838	81.1415933666441	60.0387139670839
HG00136	31.6487964285454	36.3072552278905	32.3600518121352	58.8343282160586	37.3156879268146	32.4879292075443	19.0365892405309	22.5549457632525	86.8767337714725	75.4451562912531	16.108417492053	24.9142008686657	44.0191955906327	41.102741555834	88.9763065923628	26.9739174563108	27.8079539468226	22.7448118165884	8.11817578064725	26.6780498025796	26.2053973101666	54.2117128588957	68.4680107086019	70.3627078218969	47.2598236071254	33.2249203085855	19.9879832328798	91.8091738971763	74.583758460325	30.8564686863953	10.0816926284076	33.1257710797377	33.6349212583178	51.4457252457534	87.4676720893834	74.5008145881316	5.73772789341597	59.3895316480047	52.3441241964534	49.5808739965931	33.325537861764	35.0464143882085	18.4654624802016
